siec,unit,geo\time	2022M04 	2022M03 	2022M02 	2022M01 	2021M12 	2021M11 	2021M10 	2021M09 	2021M08 	2021M07 	2021M06 	2021M05 	2021M04 	2021M03 	2021M02 	2021M01 	2020M12 	2020M11 	2020M10 	2020M09 	2020M08 	2020M07 	2020M06 	2020M05 	2020M04 	2020M03 	2020M02 	2020M01 	2019M12 	2019M11 	2019M10 	2019M09 	2019M08 	2019M07 	2019M06 	2019M05 	2019M04 	2019M03 	2019M02 	2019M01 	2018M12 	2018M11 	2018M10 	2018M09 	2018M08 	2018M07 	2018M06 	2018M05 	2018M04 	2018M03 	2018M02 	2018M01 	2017M12 	2017M11 	2017M10 	2017M09 	2017M08 	2017M07 	2017M06 	2017M05 	2017M04 	2017M03 	2017M02 	2017M01 	2016M12 	2016M11 	2016M10 	2016M09 	2016M08 	2016M07 	2016M06 	2016M05 	2016M04 	2016M03 	2016M02 	2016M01 
C0000,GWH,SE	: 	0.000 	1.000 	1.000 	5.660 	1.170 	0.170 	0.250 	0.000 	0.000 	0.000 	0.000 	0.000 	0.190 	4.370 	2.010 	0.721 	0.168 	0.000 	0.005 	0.000 	0.000 	0.000 	0.000 	0.274 	0.033 	0.833 	0.224 	0.341 	1.786 	1.956 	0.064 	0.000 	0.000 	0.000 	0.000 	40.255 	74.140 	73.778 	112.455 	107.684 	23.929 	11.399 	2.806 	0.930 	0.000 	0.000 	0.009 	38.615 	103.261 	98.802 	98.231 	77.630 	66.713 	19.965 	5.453 	0.045 	0.747 	1.775 	6.398 	31.823 	76.165 	99.096 	71.501 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,SI	: 	: 	319.460 	348.939 	336.489 	350.115 	305.450 	264.992 	350.886 	145.570 	116.191 	171.633 	309.122 	369.927 	305.154 	378.572 	386.698 	436.520 	477.003 	345.235 	329.486 	398.708 	314.050 	174.403 	196.527 	226.631 	287.880 	295.106 	340.848 	331.853 	468.618 	251.071 	275.630 	431.435 	300.744 	283.425 	248.243 	296.802 	352.111 	400.360 	326.592 	432.141 	452.317 	366.680 	408.416 	366.096 	130.284 	142.745 	299.446 	410.747 	422.436 	354.867 	318.373 	338.902 	330.044 	287.269 	398.424 	409.456 	257.593 	306.360 	322.142 	414.693 	401.597 	517.494 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,SK	: 	120.000 	137.000 	157.000 	156.000 	137.000 	105.000 	119.000 	42.000 	72.000 	67.000 	75.000 	127.000 	109.000 	121.000 	140.000 	173.000 	152.000 	111.000 	114.000 	46.000 	71.000 	76.000 	75.000 	91.000 	163.000 	170.000 	247.000 	216.000 	189.000 	155.000 	91.000 	138.000 	216.000 	156.000 	145.000 	183.000 	244.000 	216.000 	256.000 	295.000 	191.000 	181.000 	164.000 	144.000 	217.000 	135.000 	140.000 	167.000 	219.000 	247.000 	249.000 	252.000 	253.000 	205.000 	182.000 	222.000 	163.000 	177.000 	152.000 	188.000 	229.000 	258.000 	101.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,TR	: 	: 	9401.529 	9655.557 	9522.085 	8966.273 	6155.473 	7670.306 	8874.592 	8014.726 	7291.796 	6648.349 	6604.458 	7761.178 	8183.394 	8566.539 	9154.540 	8755.878 	8522.423 	8629.859 	8916.802 	9167.583 	8753.877 	5568.990 	4619.104 	7465.589 	8060.126 	8896.502 	10088.356 	9614.390 	9820.356 	9596.068 	9590.970 	9853.184 	7020.577 	6311.399 	6461.448 	7815.959 	8367.575 	8165.105 	9073.814 	9119.052 	9240.702 	8590.301 	9381.185 	8852.376 	8396.688 	8034.432 	7147.657 	7512.066 	8752.788 	9023.603 	8021.704 	7994.726 	7822.003 	7561.739 	8272.304 	8517.426 	6982.643 	5595.994 e	5462.527 e	6973.693 e	7060.564 e	8266.729 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,UA	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	178.783 	255.690 	139.450 	99.573 	129.648 	67.781 	150.211 	529.489 	1041.372 	1543.350 	1047.150 	1086.711 	387.847 	227.422 	333.352 	128.291 	93.325 	39.164 	297.600 	449.866 	621.619 	1819.846 	1463.082 	2319.365 	1013.561 	1294.489 	283.291 	180.941 	257.032 	284.872 	605.513 	3925.763 	2793.485 	1544.638 	3834.931 	3185.976 	945.200 	1131.171 	496.649 	430.888 	450.630 	581.683 	442.805 	1559.311 	3582.793 	1548.857 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF,GWH,AL	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF,GWH,AT	: 	1986.608 	1747.257 	2101.677 	2068.750 	2132.407 	1413.908 	725.613 	628.742 	613.563 	618.317 	823.962 	1309.950 	1615.369 	1615.661 	2001.074 	1987.810 	1626.764 	1264.236 	865.499 	887.514 	900.296 	587.841 	597.533 	866.140 	1565.309 	1584.769 	2410.204 	1824.341 	1803.933 	1821.995 	1425.642 	1191.691 	1130.950 	802.363 	711.234 	1161.877 	1333.531 	1925.473 	2321.566 	2309.318 	1904.342 	1486.160 	1049.244 	865.807 	765.329 	740.678 	714.156 	858.051 	1745.705 	2008.896 	1903.068 	1784.236 	1848.399 	1428.173 	956.173 	915.092 	948.355 	957.797 	708.651 	1113.839 	1626.041 	2232.747 	3090.181 	2324.000 	1844.000 	1513.000 	949.000 	572.000 	629.000 	624.000 	672.000 	1048.000 	1491.000 	1585.000 	1981.000 
CF,GWH,BA	: 	: 	821.186 	926.896 	841.088 	859.913 	820.954 	774.858 	802.271 	898.481 	774.981 	652.251 	671.213 	828.408 	873.760 	1027.328 	961.908 	960.255 	740.678 	749.714 	942.794 	836.285 	680.048 	824.245 	838.931 	851.165 	936.056 	1099.804 	906.880 	839.375 	705.066 	820.366 	981.843 	963.187 	671.341 	588.873 	507.408 	846.348 	836.243 	955.961 	: 	: 	: 	: 	: 	: 	: 	760.481 	539.470 	830.760 	923.503 	949.291 	: 	: 	: 	: 	933.804 	945.234 	933.313 	667.715 	742.893 	936.444 	961.436 	1065.049 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF,GWH,BE	: 	: 	1803.795 	2977.511 	2814.707 	3025.625 	1783.158 	1653.396 	1761.928 	1917.029 	2143.845 	2002.766 	2846.347 	2833.084 	2399.845 	3118.589 	3108.754 	2800.597 	2481.130 	2729.883 	3059.525 	3468.277 	2843.184 	2291.118 	1926.975 	2617.083 	2482.452 	3200.547 	2632.566 	3375.370 	3251.202 	2641.126 	2492.299 	2509.358 	2342.955 	1984.090 	2112.621 	2162.291 	2623.027 	3423.739 	2868.049 	3693.656 	3350.795 	2279.086 	2482.031 	2413.891 	2161.372 	1854.010 	1773.276 	2421.292 	2586.185 	2208.992 	2883.126 	2977.858 	2694.104 	2035.739 	2001.527 	2042.130 	1951.085 	2196.311 	2525.978 	2464.669 	2630.380 	3279.089 	3259.000 	3071.000 	3129.000 	2208.000 	2089.000 	1955.000 	1744.000 	1803.000 	1941.000 	2482.000 	2229.000 	2715.000 
CF,GWH,BG	: 	: 	2146.514 	2432.371 	2296.642 	2101.234 	2282.402 	1846.329 	1616.915 	1437.713 	815.452 	1376.499 	1602.514 	1602.355 	1336.965 	1548.855 	1562.621 	1437.097 	1374.451 	1163.197 	1061.360 	1023.758 	842.407 	914.831 	1115.590 	1417.260 	1572.737 	1650.420 	1700.854 	1604.063 	1770.537 	1406.239 	1362.459 	1314.809 	896.189 	1375.143 	1379.775 	1554.049 	1845.247 	2258.890 	2243.056 	2094.302 	1968.829 	1710.957 	1501.809 	1317.321 	1315.008 	1241.337 	953.355 	1521.997 	1652.482 	1816.133 	1786.260 	1877.566 	1806.683 	1684.413 	1528.936 	1448.944 	1236.957 	1626.020 	1428.932 	1597.577 	1847.104 	2296.212 	2188.000 	1941.000 	2077.000 	1494.000 	1393.000 	1349.000 	1089.000 	1108.000 	1209.000 	1247.000 	1465.000 	2200.000 
CF,GWH,CY	: 	: 	332.441 	412.532 	353.163 	284.306 	315.808 	384.868 	525.935 	515.939 	339.849 	280.922 	242.851 	283.070 	289.177 	342.869 	345.684 	305.525 	339.269 	445.187 	454.710 	457.530 	298.543 	263.099 	209.200 	282.569 	351.035 	384.363 	338.875 	292.040 	343.598 	420.054 	500.231 	491.548 	405.769 	321.135 	280.006 	315.681 	323.289 	397.016 	344.632 	304.093 	350.924 	420.126 	479.322 	494.468 	390.899 	355.775 	283.971 	289.666 	304.355 	361.912 	343.440 	296.744 	328.680 	417.231 	479.614 	525.116 	366.230 	307.874 	269.241 	305.646 	334.575 	394.783 	384.000 	285.000 	335.000 	388.000 	482.000 	488.000 	391.000 	294.000 	271.000 	269.000 	295.000 	349.000 
CF,GWH,CZ	: 	: 	3525.179 	4488.502 	4741.838 	4612.582 	3956.800 	3131.888 	2929.952 	3141.486 	2726.390 	2515.531 	3446.281 	3983.870 	3909.181 	4718.559 	4260.582 	4388.295 	3485.721 	2927.570 	2945.456 	2671.756 	2822.968 	2589.045 	2843.774 	3744.120 	3914.625 	4738.088 	4365.286 	4201.085 	4171.306 	3810.752 	3470.770 	3028.848 	2941.562 	3378.478 	3655.370 	4111.374 	4274.903 	4933.855 	4651.490 	4628.252 	4315.876 	3803.741 	3696.411 	3730.952 	3292.627 	3385.155 	3287.082 	4716.171 	4182.634 	4352.524 	4261.850 	4584.231 	4157.801 	3899.058 	3391.054 	2974.609 	3133.814 	3509.949 	4231.265 	4474.169 	4533.027 	5277.660 	4825.000 	4705.000 	4581.000 	4059.000 	3530.000 	3401.000 	3439.000 	3479.000 	3641.000 	4380.000 	4134.000 	4736.000 
CF,GWH,DE	: 	: 	20701.173 e	26900.927 e	27056.039 e	27735.834 e	22083.878 e	23007.459 e	17720.569 e	18509.942 e	19317.152 e	16105.809 e	21123.483 e	22723.872 e	22618.870 e	28057.888 e	25584.620 e	26271.195 e	22461.093 e	21253.582 e	19757.059 e	18443.239 e	17160.781 e	14014.209 e	13650.483 e	19122.571 e	17766.093 e	24404.454 e	21970.116 e	27647.067 e	23625.623 e	20081.379 e	20749.002 e	21187.773 e	18269.066 e	21499.427 e	21895.662 e	21382.769 e	26598.756 e	30193.837 e	26381.250 e	29856.307 e	27417.247 e	24909.030 e	26742.321 e	27026.153 e	23770.989 e	22191.891 e	23265.427 e	30571.332 e	30805.993 e	27499.761 e	27408.411 e	30393.827 e	25286.179 e	27214.322 e	25310.804 e	25360.501 e	23536.300 e	27079.542 e	26408.947 e	30151.651 e	30321.746 e	37543.792 e	27998.000 	27911.000 	27140.000 	24850.000 	21140.000 	21260.000 	21379.000 	20552.000 	23040.000 	26632.000 	23997.000 	28188.000 
CF,GWH,DK	: 	1688.958 	1196.547 	1532.905 	1805.640 	1432.653 	1084.273 	1007.712 	605.480 	565.289 	746.154 	901.700 	1198.017 	1438.313 	1733.447 	2049.315 	1402.015 	953.725 	727.774 	568.142 	475.619 	443.455 	524.518 	653.900 	739.174 	1135.772 	1159.851 	1342.566 	1412.214 	1253.318 	909.810 	446.708 	382.298 	373.470 	325.163 	673.573 	956.133 	1295.622 	1419.123 	1873.416 	1662.286 	1371.681 	1061.835 	628.210 	582.606 	579.710 	369.128 	686.364 	1284.588 	2192.700 	1932.767 	1720.462 	1474.280 	1367.934 	982.707 	820.185 	595.064 	509.036 	462.904 	905.781 	1277.954 	1804.502 	1758.329 	1919.797 	1746.000 	1823.000 	1492.000 	840.000 	853.000 	811.000 	674.000 	816.000 	1259.000 	1659.000 	1457.000 	1950.000 
CF,GWH,EA19	: 	: 	68903.986 	86794.957 	86274.356 	87600.552 	68731.670 	70423.727 	58802.516 	64134.755 	60670.732 	52212.201 	66166.799 	71414.158 	67311.705 	84160.325 	79156.409 	77994.909 	68207.425 	72707.390 	71754.922 	71315.716 	60424.467 	51019.567 	48093.309 	63270.221 	65548.593 	83283.069 	72156.941 	83210.270 	80112.643 	71640.599 	72509.622 	77404.645 	64777.276 	66119.253 	66873.098 	71146.335 	80515.713 	98620.028 	85645.105 	91100.723 	83556.384 	77653.485 	79848.107 	80926.413 	68562.085 	64815.083 	63589.860 	83496.457 	90104.217 	84822.538 	90292.021 	98227.071 	84605.386 	77433.551 	76479.903 	81889.113 	75884.474 	75236.765 	73330.531 	82581.306 	88796.685 	112171.428 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF,GWH,EE	: 	: 	405.000 	643.000 	786.000 	601.000 	491.000 	476.000 	339.000 	395.000 	370.000 	293.000 	312.000 	292.000 	516.000 	520.000 	434.000 	398.000 	420.000 	409.000 	513.000 	283.000 	285.471 	217.254 	199.087 	307.290 	258.423 	301.243 	361.000 	500.000 	373.458 	411.000 	366.500 	272.200 	271.366 	444.079 	556.200 	592.900 	597.700 	984.900 	692.000 	876.800 	737.400 	772.700 	1018.400 	779.500 	743.200 	677.243 	938.400 	1087.300 	897.400 	949.700 	794.200 	905.600 	889.000 	779.000 	800.000 	734.100 	813.500 	967.800 	821.300 	963.500 	932.000 	1068.000 	855.000 	1009.000 	992.000 	922.000 	953.000 	791.000 	620.000 	585.000 	692.000 	630.000 	677.000 	1039.000 
CF,GWH,EL	: 	3001.328 	2128.640 	2352.503 	2625.923 	2356.657 	2653.857 	2791.010 	3495.287 	3435.412 	2692.637 	1975.664 	2383.436 	2390.797 	1765.822 	2654.348 	3000.645 	2407.708 	2212.992 	2441.290 	2729.217 	2786.993 	1981.831 	1818.517 	1744.745 	1995.422 	2379.653 	3167.617 	2460.346 	2259.771 	2637.294 	2690.474 	3145.399 	3225.465 	2775.855 	2152.371 	2266.818 	2294.518 	2643.802 	3931.972 	3664.469 	2925.634 	2919.588 	3040.631 	3289.149 	3500.785 	2997.679 	2528.477 	1815.523 	2006.882 	2821.025 	3293.402 	3162.909 	3386.913 	3035.731 	3012.710 	3615.313 	3637.310 	3191.122 	2535.485 	2325.285 	2521.119 	3239.224 	4232.925 	3815.000 	2898.000 	2945.000 	2773.000 	3096.000 	3397.000 	2887.000 	2101.000 	1921.000 	2118.000 	2253.000 	3209.000 
CF,GWH,ES	: 	: 	8259.031 	9822.047 	8793.482 	10109.931 	8155.860 	8663.235 	7578.826 	7259.885 	7220.814 	5873.391 	6772.002 	5564.226 	4450.939 	6673.988 	6656.585 	7459.420 	6852.886 	8736.183 	9118.295 	9824.998 	7390.247 	5647.503 	5167.475 	5528.548 	6904.791 	8150.109 	6980.668 	8321.990 	10363.442 	9847.574 	11420.054 	11743.883 	9462.732 	8202.708 	7387.180 	7069.873 	8542.712 	10539.737 	9845.149 	11084.426 	10097.603 	10428.997 	10359.580 	9914.171 	8458.640 	8174.009 	6446.820 	6541.368 	9288.354 	9445.121 	11375.877 	13322.191 	11929.170 	10032.272 	10563.758 	11992.559 	11493.722 	9240.467 	6827.171 	7167.850 	8528.750 	12179.722 	12288.000 	11780.000 	11636.000 	10378.000 	9397.000 	10081.000 	7680.000 	6103.000 	5456.000 	6665.000 	6490.000 	8110.000 
CF,GWH,EU27_2020	: 	: 	90947.839 	112730.172 	114363.581 	113554.749 	92461.674 	92548.329 	79308.429 	85242.641 	79477.455 	70476.037 	86940.334 	94548.207 	90137.646 	110714.410 	103065.710 	100680.510 	88658.308 	91567.218 	90335.374 	89246.246 	76912.720 	66918.105 	64384.825 	84033.660 	86999.461 	107873.001 	95844.844 	106000.544 	103186.101 	91569.481 	92815.849 	96990.482 	82630.304 	85469.123 	87136.126 	93744.474 	103760.531 	126919.629 	112811.077 	116855.716 	107190.546 	98908.698 	101661.606 	102341.584 	88047.734 	84107.497 	82315.605 	109501.779 	115579.285 	110512.310 	114973.108 	123546.570 	107418.518 	98762.747 	97682.805 	102356.816 	94800.406 	96081.698 	94886.458 	106972.942 	114117.886 	141775.755 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF,GWH,FI	1584.000 	1886.000 	1914.000 	2112.000 	2924.000 	1949.000 	1588.000 	1507.000 	1067.000 	951.141 e	930.000 	1382.000 	1777.000 	2350.000 	2703.000 	2851.000 	2310.000 	1725.000 	1660.000 	1338.000 	1188.000 	949.000 	1135.000 	1477.000 	1747.000 	2106.000 	1933.000 	2231.000 	2360.000 	2339.000 	2160.000 	1529.000 	1250.000 	1300.000 	1170.000 	1617.000 	2004.000 	2722.000 	2763.000 	3465.000 	3119.000 	2566.000 	2213.000 	1752.000 	1592.000 	1538.000 	1253.000 	1348.000 	2083.000 	3241.000 	2899.000 	2821.000 	2595.000 	2252.000 	2035.000 	1336.000 	1104.000 	1155.000 	1246.000 	1753.000 	2171.000 	2667.000 	2716.000 	2886.000 	2812.000 	2982.000 	2298.000 	1304.000 	1160.000 	1033.000 	1166.000 	1454.000 	2085.000 	2532.000 	2551.000 	3398.000 
CF,GWH,FR	: 	6694.356 e	6022.132 e	7810.577 e	7076.922 e	7251.029 e	3745.094 e	3313.451 e	2118.550 e	2807.176 e	2668.351 e	2424.148 e	4168.392 e	5695.915 e	5520.875 e	7222.222 e	6341.309 e	5874.925 e	3578.313 e	4022.264 e	3723.701 e	3890.388 e	3608.990 e	2387.039 e	1742.850 e	5172.263 e	5277.507 e	6988.116 e	5818.117 e	7119.976 e	4344.965 e	3994.540 e	3376.136 e	4032.780 e	2886.909 e	3153.759 e	3314.803 e	4904.537 e	6279.041 e	7938.477 e	5964.219 e	7052.871 e	4808.901 e	3264.729 e	3613.016 e	3772.751 e	2172.448 e	1992.015 e	2306.083 e	6466.065 e	7482.564 e	5060.778 e	7012.097 	8021.540 	5943.306 	3625.676 	2641.045 	3929.504 	2666.255 	2981.797 	3994.952 	6099.421 	6965.974 	9227.314 	8379.000 	7666.000 	5576.000 	4661.000 	2779.000 	2588.000 	2103.000 	1942.000 	3049.000 	5355.000 	4560.000 	5779.000 
CF,GWH,GE	: 	478.454 	425.460 	486.593 	479.657 	415.117 	197.507 	140.325 	166.484 	3.918 	1.759 	0.246 	62.043 	170.127 	318.400 	328.623 	459.275 	327.924 	351.518 	224.535 	85.689 	45.631 	0.026 	12.382 	142.520 	146.056 	385.306 	529.958 	440.044 	384.504 	204.920 	198.708 	132.268 	3.219 	6.821 	0.146 	151.472 	406.611 	401.284 	386.905 	263.407 	316.236 	189.797 	153.955 	143.615 	6.778 	2.799 	72.234 	33.526 	204.048 	317.617 	316.331 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF,GWH,HR	: 	464.885 	525.309 	514.703 	431.406 	575.165 	571.964 	464.527 	485.244 	488.165 	353.735 	197.187 	295.111 	478.543 	434.541 	521.563 	562.325 	538.588 	500.530 	466.025 	478.483 	492.588 	418.796 	319.059 	177.994 	365.227 	512.668 	465.353 	384.733 	465.217 	585.062 	405.490 	452.372 	374.808 	271.564 	279.144 	289.250 	349.151 	391.202 	572.193 	469.587 	403.516 	381.721 	341.144 	416.640 	346.904 	303.785 	123.618 	143.699 	324.825 	434.717 	465.498 	441.166 	541.396 	456.180 	310.375 	357.237 	341.560 	211.791 	321.754 	355.660 	397.369 	544.088 	586.658 	481.000 	437.000 	493.000 	352.000 	330.000 	331.000 	306.000 	181.000 	337.000 	383.000 	377.000 	371.000 
CF,GWH,HU	: 	: 	1271.836 	1377.947 	1478.938 	1434.978 	1242.914 	1025.446 	1067.693 	1130.113 	1053.245 	1017.649 	1071.046 	1161.114 	1124.269 	1403.938 	1329.018 	1475.161 	1283.987 	1176.287 	1166.096 	1125.813 	971.978 	819.054 	839.616 	1199.349 	1394.563 	1467.727 	1268.862 	1276.601 	1491.692 	1230.033 	1152.566 	1242.950 	971.213 	806.448 	943.644 	1111.449 	1107.495 	1604.117 	1375.463 	1390.359 	1220.105 	1092.004 	1102.258 	1167.013 	832.602 	890.519 	815.110 	1059.227 	1196.535 	1348.449 	1398.371 	1621.174 	1207.531 	1161.101 	1306.895 	1131.650 	925.177 	865.024 	854.455 	1046.785 	1093.763 	1538.069 	1319.000 	1216.000 	1205.000 	1153.000 	1124.000 	1151.000 	994.000 	945.000 	749.000 	1005.000 	1076.000 	1314.000 
CF,GWH,IE	: 	1724.450 	1152.294 	1851.692 	1699.395 	1753.826 	1558.534 	1792.749 	1736.274 	1761.792 	1601.924 	1461.487 	1625.558 	1532.630 	1120.750 	1764.253 	1519.858 	1478.668 	1393.534 	1631.300 	1739.001 	1644.255 	1581.985 	1538.828 	1491.026 	1381.148 	1177.960 	1453.296 	1434.293 	1707.748 	1495.935 	1402.461 	1369.844 	1667.309 	1650.481 	1801.777 	1586.405 	1413.341 	1188.376 	1643.652 	1384.456 	1487.864 	1618.818 	1542.799 	1749.751 	2027.147 	1976.253 	1840.594 	1637.604 	1767.551 	1502.874 	1428.023 	1735.703 	1786.882 	1564.579 	1717.387 	1804.612 	1890.218 	1637.176 	1778.142 	1794.344 	1682.719 	1562.749 	1986.216 	1801.000 	1982.000 	1918.000 	1726.000 	1807.000 	1935.000 	1830.000 	1826.000 	1770.000 	1867.000 	1673.000 	1617.000 
CF,GWH,IS	: 	0.337 	0.774 	0.260 	0.129 	0.116 	0.378 	0.392 	0.365 	0.170 	0.168 	0.106 	0.108 	0.212 	0.119 	0.200 	0.176 	0.134 	0.305 	0.266 	0.147 	0.119 	0.150 	0.129 	0.114 	0.163 	0.621 	0.742 	1.287 	0.107 	0.211 	0.124 	0.131 	0.128 	0.117 	0.123 	0.081 	0.122 	0.101 	0.129 	0.113 	0.059 	0.065 	0.125 	0.321 	0.124 	0.111 	0.109 	0.032 	0.263 	0.225 	0.024 	0.049 	0.096 	0.331 	0.219 	0.222 	0.165 	0.105 	0.219 	0.224 	0.159 	0.187 	0.109 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF,GWH,IT	: 	: 	16083.000 	18333.000 	18195.000 	18520.000 	15355.000 	16183.000 	13484.000 	16076.000 	13737.000 	11128.000 	13708.000 	14489.000 	13532.000 	16172.000 	16061.000 	15355.000 	13951.000 	16458.000 	15813.000 	16528.000 	13408.000 	11385.000 	11379.000 	13069.000 	14605.000 	17421.000 	14181.000 	14728.000 	16669.000 	16396.000 	15749.000 	17718.000 	14181.000 	13215.000 	14326.000 	15418.000 	14902.000 	19328.000 	16315.000 	16671.000 	16696.000 	16918.000 	15792.000 	16596.000 	13137.000 	12513.000 	11940.000 	15725.000 	16093.000 	16650.000 	17894.000 	19032.000 	17081.000 	15243.000 	16079.000 	17292.000 	16333.000 	14186.000 	13803.000 	14618.000 	16850.000 	21089.000 	19519.000 	18114.000 	17735.000 	17140.000 	13798.000 	16109.000 	12591.000 	13017.000 	12509.000 	14938.000 	14881.000 	17110.000 
CF,GWH,LT	: 	: 	55.177 	85.871 	134.397 	74.128 	104.685 	212.125 	107.087 	152.639 	188.476 	100.398 	128.617 	147.757 	156.544 	160.447 	210.883 	179.386 	183.486 	244.331 	282.509 	244.886 	239.463 	155.644 	95.231 	101.575 	113.552 	91.485 	90.887 	83.573 	97.200 	85.000 	73.100 	60.400 	65.370 	83.583 	80.539 	86.183 	95.636 	83.361 	53.854 	46.095 	65.518 	54.562 	66.104 	62.482 	33.819 	86.834 	74.749 	90.116 	79.614 	89.088 	96.018 	95.304 	85.422 	96.180 	67.467 	51.323 	71.265 	144.120 	89.462 	95.250 	83.102 	101.128 	147.000 	217.000 	72.000 	130.000 	61.000 	84.000 	137.000 	99.000 	85.000 	88.000 	99.000 	165.000 
CF,GWH,LU	: 	: 	30.491 e	32.938 e	61.243 e	58.392 e	47.007 e	40.879 e	45.779 e	45.806 e	44.974 e	54.429 e	56.157 e	56.518 e	52.081 e	58.601 e	57.406 e	59.322 e	48.382 e	39.797 e	39.064 e	42.473 e	42.573 e	43.743 e	45.192 e	52.641 e	56.605 e	58.090 e	52.888 	54.031 	48.364 	37.770 	34.178 	40.759 	27.802 	35.617 	39.120 	41.584 	43.504 	50.383 	49.388 e	47.690 e	39.846 e	30.330 e	29.246 e	29.772 e	31.419 e	35.598 	35.901 	42.519 	44.485 	46.938 	41.260 e	41.809 	35.577 	28.054 	28.901 	32.211 	31.037 	33.454 	37.124 	37.620 	40.099 	46.867 	47.000 	43.000 	35.000 	25.000 	27.000 	28.000 	30.000 	33.000 	39.000 	43.000 	43.000 	46.000 
CF,GWH,LV	: 	91.000 	119.000 	266.000 	377.000 	240.000 	167.000 	230.000 	80.000 	225.000 	164.000 	88.000 	128.000 	290.000 	386.000 	404.000 	319.000 	296.000 	204.000 	216.000 	315.000 	134.000 	305.000 	214.000 	150.000 	171.000 	216.000 	209.000 	265.000 	304.000 	346.000 	463.000 	432.000 	283.000 	324.000 	238.000 	192.000 	279.000 	303.000 	501.000 	441.000 	406.000 	317.000 	311.000 	377.000 	295.000 	210.000 	145.000 	192.000 	470.000 	462.000 	336.000 	222.000 	243.000 	231.000 	171.000 	161.000 	186.000 	197.000 	154.000 	196.000 	208.000 	410.000 	461.000 	397.000 	544.000 	418.000 	174.000 	170.000 	215.000 	257.000 	193.000 	201.000 	264.000 	192.000 	562.000 
CF,GWH,MD	: 	: 	107.074 	144.047 	122.694 	108.225 	47.617 	11.903 	7.503 	7.638 	14.584 	31.544 	69.904 	134.216 	141.862 	139.459 	143.305 	116.120 	237.724 	74.589 	7.731 	8.128 	35.873 	34.442 	50.892 	91.006 	99.223 	113.897 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF,GWH,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	153.000 	139.000 	154.000 	154.000 	130.000 	152.000 	147.000 	139.000 	152.000 	148.000 	3.000 	0.000 	130.000 	139.000 	150.000 	68.000 	137.000 	151.000 	144.000 	133.000 	144.000 	45.000 	0.000 	56.000 	131.000 	130.000 	126.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 p	0.000 	0.000 	0.000 	0.000 
